label,sms,processed_sms
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",double mins txts orange tariffs latest motorola sonyericsson nokia bluetooth free call mobileupd calloptouthf
ham,Id have to check but there's only like 1 bowls worth left,id check theres like bowls worth left
ham,Lol that's different. I don't go trying to find every real life photo you ever took.,lol thats different dont go trying find every real life photo ever took
spam,Wanna get laid 2nite? Want real Dogging locations sent direct to ur mobile? Join the UK's largest Dogging Network. Txt PARK to 69696 now! Nyt. ec2a. 3lp £1.50/msg,wanna get laid nite want real dogging locations sent direct ur mobile join uks largest dogging network txt park nyt eca lp msg
ham,I am not at all happy with what you saying or doing,happy saying
ham,K. I will sent it again,k sent
ham,I dont want to hear philosophy. Just say what happen,dont want hear philosophy say happen
ham,How come she can get it? Should b quite diff to guess rite...,come get b quite diff guess rite
ham,K:)k:)what are detail you want to transfer?acc no enough?,kkwhat detail want transferacc enough
spam,"SMS. ac Blind Date 4U!: Rodds1 is 21/m from Aberdeen, United Kingdom. Check Him out http://img. sms. ac/W/icmb3cktz8r7!-4 no Blind Dates send HIDE",sms ac blind date u rodds aberdeen united kingdom check httpimg sms acwicmbcktzr blind dates send hide
ham,Hi there. We have now moved in2 our pub . Would be great 2 c u if u cud come up.,hi moved pub would great c u u cud come
spam,"Congratulations! Thanks to a good friend U have WON the £2,000 Xmas prize. 2 claim is easy, just call 08718726978 NOW! Only 10p per minute. BT-national-rate",congratulations thanks good friend u xmas prize claim easy call p per minute btnationalrate
ham,"Dear,Me at cherthala.in case u r coming cochin pls call bfore u start.i shall also reach accordingly.or tell me which day u r coming.tmorow i am engaged ans its holiday.",dearme cherthalain case u r coming cochin pls call bfore u starti shall also reach accordinglyor tell day u r comingtmorow engaged ans holiday
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",isnt frnd necesity life imagine urself witout frnd hwd u feel ur colleg watll u wth ur cell wat abt functions thnk abt events espell cared missed amp irritated u wrd dearloving frnds wthout u cant live jst takecare goodmorning
ham,Yeah that's the impression I got,yeah thats impression got
ham,I can't believe how attached I am to seeing you every day. I know you will do the best you can to get to me babe. I will go to teach my class at your midnight,cant believe attached seeing every day know best get babe go teach class midnight
ham,Ok i thk i got it. Then u wan me 2 come now or wat?,ok thk got u wan come wat
ham,I accidentally deleted the message. Resend please.,accidentally deleted message resend please
ham,"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",oh mr sheffield wanna play game okay youre boss im nanny give raise ill give one
ham,I will come to ur home now,come ur home
ham,would u fuckin believe it they didnt know i had thurs pre booked off so they re cancelled me AGAIN! that needs to b sacked,would u fuckin believe didnt know thurs pre booked cancelled needs b sacked
ham,If he started searching he will get job in few days.he have great potential and talent.,started searching get job dayshe great potential talent
ham,S.this will increase the chance of winning.,sthis increase chance winning
ham,If you r @ home then come down within 5 min,r home come within min
ham,"Do you know why god created gap between your fingers..? So that, One who is made for you comes &amp; fills those gaps by holding your hand with LOVE..!",know god created gap fingers one made comes amp fills gaps holding hand love
ham,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY,new years eve ok went party boyfriend si hey
ham,S:)no competition for him.,sno competition
ham,U say leh... Of course nothing happen lar. Not say v romantic jus a bit only lor. I thk e nite scenery not so nice leh.,u say leh course nothing happen lar say v romantic jus bit lor thk e nite scenery nice leh
spam,PRIVATE! Your 2003 Account Statement for 07815296484 shows 800 un-redeemed S.I.M. points. Call 08718738001 Identifier Code 41782 Expires 18/11/04 ,private account statement shows unredeemed sim points call identifier code expires
ham,Have you heard from this week?,heard week
spam,SMS. ac Sptv: The New Jersey Devils and the Detroit Red Wings play Ice Hockey. Correct or Incorrect? End? Reply END SPTV,sms ac sptv new jersey devils detroit red wings play ice hockey correct incorrect end reply end sptv
ham,Love that holiday Monday feeling even if I have to go to the dentists in an hour,love holiday monday feeling even go dentists hour
ham,"Send ur birthdate with month and year, I will tel u ur LIFE PARTNER'S name. and the method of calculation. Reply must.",send ur birthdate month year tel u ur life partners name method calculation reply must
ham,Dont hesitate. You know this is the second time she has had weakness like that. So keep i notebook of what she eat and did the day before or if anything changed the day before so that we can be sure its nothing,dont hesitate know second time weakness like keep notebook eat day anything changed day sure nothing
ham,So u gonna get deus ex?,u gonna get deus ex
ham,If I get there before you after your ten billion calls and texts so help me god,get ten billion calls texts help god
ham,Too late. I said i have the website. I didn't i have or dont have the slippers,late said website didnt dont slippers
ham,Good Morning my Dear........... Have a great &amp; successful day.,good morning dear great amp successful day
spam,You are a winner U have been specially selected 2 receive £1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810810,winner u specially selected receive cash holiday flights inc speak live operator claim
ham,THANX 4 PUTTIN DA FONE DOWN ON ME!!,thanx puttin da fone
spam,"You've won tkts to the EURO2004 CUP FINAL or £800 CASH, to collect CALL 09058099801 b4190604, POBOX 7876150ppm",youve tkts euro cup final cash collect call b pobox ppm
ham,Haiyoh... Maybe your hamster was jealous of million,haiyoh maybe hamster jealous million
ham,If you still havent collected the dough pls let me know so i can go to the place i sent it to get the control number,still havent collected dough pls let know go place sent get control number
ham,So i could kiss and feel you next to me...,could kiss feel next
ham,Purity of friendship between two is not about smiling after reading the forwarded message..Its about smiling just by seeing the name. Gud evng musthu,purity friendship two smiling reading forwarded messageits smiling seeing name gud evng musthu
ham,I probably won't eat at all today. I think I'm gonna pop. How was your weekend? Did u miss me?,probably wont eat today think im gonna pop weekend u miss
ham,"Say this slowly.? GOD,I LOVE YOU &amp; I NEED YOU,CLEAN MY HEART WITH YOUR BLOOD.Send this to Ten special people &amp; u c miracle tomorrow, do it,pls,pls do it...",say slowly godi love amp need youclean heart bloodsend ten special people amp u c miracle tomorrow itplspls
ham,Yes:)here tv is always available in work place..,yeshere tv always available work place
ham,"Friendship is not a game to play, It is not a word to say, It doesn\'t start on March and ends on May, It is tomorrow, yesterday, today and e",friendship game play word say doesnt start march ends may tomorrow yesterday today e
ham,They released vday shirts and when u put it on it makes your bottom half naked instead of those white underwear.,released vday shirts u put makes bottom half naked instead white underwear
ham,"(And my man carlos is definitely coming by mu tonight, no excuses)",man carlos definitely coming mu tonight excuses
ham,"Nothing really, just making sure everybody's up to speed",nothing really making sure everybodys speed
ham,Actually getting ready to leave the house.,actually getting ready leave house
ham,Arun can u transfr me d amt,arun u transfr amt
ham,Oic... I saw him too but i tot he din c me... I found a group liao...,oic saw tot din c found group liao
ham,Do I? I thought I put it back in the box,thought put back box
ham,Prepare to be pounded every night...,prepare pounded every night
ham,Hi dude hw r u da realy mising u today,hi dude hw r u da realy mising u today
spam,"Hi this is Amy, we will be sending you a free phone number in a couple of days, which will give you an access to all the adult parties...",hi amy sending free phone number couple days give access adult parties
spam,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send CASH to 86688 only 150p/msg. CC: 08708800282 HG/Suite342/2Lands Row/W1J6HL,ur cashbalance currently pounds maximize ur cashin send cash pmsg cc hgsuitelands rowwjhl
ham,Got it! It looks scrumptious... daddy wants to eat you all night long!,got looks scrumptious daddy wants eat night long
ham,HI DARLIN HOW WAS WORK DID U GET INTO TROUBLE? IJUST TALKED TO YOUR MUM ALL MORNING! I HAD A REALLY GOOD TIME LAST NIGHT IM GOIN OUT SOON BUT CALL ME IF U CAN,hi darlin work u get trouble ijust talked mum morning really good time last night im goin soon call u
ham,Yes.mum lookin strong:),yesmum lookin strong
ham,"Well done, blimey, exercise, yeah, i kinda remember wot that is, hmm. ",well done blimey exercise yeah kinda remember wot hmm
ham,I think asking for a gym is the excuse for lazy people. I jog.,think asking gym excuse lazy people jog
ham,Well you told others you'd marry them...,well told others youd marry
ham,I will once i get home,get home
spam,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.,want new nokia colour phone deliveredtomorrow free minutes mobile free texts free camcorder reply call
ham,Ok... Take ur time n enjoy ur dinner...,ok take ur time n enjoy ur dinner
ham,"I can probably come by, everybody's done around  &lt;#&gt;  right?",probably come everybodys done around ltgt right
